intent,query,Promotions,Card Promotions,Open Account,OCBC Singapore Account,OCBC Securities Account ,OCBC Malaysia Account,NISP Account,Card Cancellation,Cancel Credit or Debit Card,Cancel ATM Card,Speak with a customer service officer,Request for sponsorship,Repricing,Auto Loan,Home Loan,Service Fee,Token Replacement,Token Activation,Hardware Token,Onetoken,Late fee waiver,Credit card interest waiver,Request for account fee waiver,Uplift suspension on accounts,Loan Enquiry,Home and property loans,Personal Loans,365 Card Application,Paying a cancelled credit card,How to close my account,Credit card transaction dispute,Change credit card limit,Increase credit card limit,Decrease credit card limit,Credit card application rejection,Rebates,How to redeem rewards,360 Account interest dispute,Statement Request,Passbook savings account statement,Credit card statement,Debit card statement,Investment account statement,Update details
Card Promotions,card promotion available ?,0.27550252731380165,0.3136728456405804,0.7107413149080051,0.75625829962727,0.7569179932577952,0.737307549376345,0.6465260820281304,0.6786024040016785,0.5874049617968621,0.6912268763730587,0.7836579596217275,0.6785871772912686,0.7901471561552705,0.7959732241120867,0.8025918388657243,0.6555656163170372,0.7132569416085992,0.6884900418494859,0.7027669684523187,0.6651898431932688,0.6776279828063068,0.6295338102157936,0.7088667389483992,0.660918907803696,0.6442731636066911,0.8227846630178287,0.7103939608988552,0.4839657746329573,0.6698209068785372,0.8105551259782191,0.6279489986620019,0.6702366538129401,0.666550919984428,0.7280074186609286,0.5752332343809288,0.6188866724626065,0.7762857717742824,0.6606588403937292,0.6769761439010171,0.6638078659961643,0.6261498727586803,0.6261319881826517,0.7885320428386995,0.7185470654071708
Card Promotions,card promotion,0.1505742908581682,0.03327603456680417,0.7245884297253238,0.7709488018227839,0.7887554282076735,0.7781915744873622,0.7031101599851383,0.5531977868575213,0.5158879792898398,0.5956097594494212,0.8445944286363223,0.6357313484214924,0.8350229752380653,0.8236870788291375,0.8476723802097997,0.7521089709307527,0.7334143344601715,0.7073432740413484,0.7054761525104594,0.6578188493205616,0.7128211650210742,0.5781706093874397,0.7101276692423011,0.7394655090141585,0.7416584699359929,0.8133795251862743,0.7144938909120493,0.5344485872920046,0.607761170561837,0.805141361622973,0.5657685795617232,0.6476225836009715,0.6502850727176464,0.7074687056154887,0.5606950331694444,0.5730052246072517,0.7338319227487092,0.6592129859907627,0.7591125014405442,0.7054216423894997,0.5508217116017409,0.5936128929934581,0.7883431275144355,0.8365519842128525
Card Promotions,-PRON- want card promotion,0.15582314115917395,0.07157710359293223,0.6212114058311613,0.6801299858032509,0.7136194625341805,0.7281399790471001,0.5790179159545153,0.509128791848945,0.4256138672471057,0.5808117560405344,0.6801745729279294,0.5939407984185421,0.7742728366316621,0.7581461496787093,0.7682713019106471,0.6667242822516024,0.6063764281352219,0.643675107004366,0.6558491326885549,0.6212302402392268,0.6407381565792816,0.5143313065706814,0.6190933533929207,0.6162878415386818,0.5890565120268151,0.731267409402146,0.6248191194507476,0.43626657748698117,0.5486475038125331,0.7187924083593382,0.5071432353588636,0.5490848628578738,0.5450651802303634,0.6574139560482295,0.5000723013126296,0.5352926744166037,0.7098664607153512,0.598776796539851,0.639557598942366,0.5844125299857471,0.48137389810307385,0.5344358635410771,0.7110637827362769,0.7569335940169566
Card Promotions,view card promotion,0.24169681789683506,0.2289011542352014,0.625544779427541,0.6740653609168253,0.6753114648900211,0.686712308767788,0.5996025384180694,0.6049239580595724,0.547250695284274,0.6403520124167589,0.7706890765397605,0.6816208807736938,0.7701179852950899,0.757441782940909,0.7628461941053473,0.6932272241068225,0.7276392561604141,0.7190190818978601,0.7294007502973179,0.6819863923308178,0.7130777954247083,0.5518078912143451,0.6425408095305372,0.6361151488238833,0.70157381328169,0.76766218039624,0.6944261763775873,0.5543574077745892,0.6140875593842939,0.7259438003718021,0.554582479220801,0.6385220288509325,0.634352737358362,0.7035544375861544,0.5501925401772365,0.5553461113816041,0.6970304589924204,0.5800302828351553,0.669350713460731,0.658445037587226,0.48371477395451823,0.5779555123092186,0.720249171001709,0.7461465392737487
Card Promotions,-PRON- card promotion,0.1505742908581682,0.03327603456680439,0.7245884297253238,0.7709488018227839,0.7887554282076735,0.7781915744873622,0.7031101599851383,0.5531977868575213,0.5158879792898398,0.5956097594494212,0.8445944286363223,0.6357313484214924,0.8350229752380653,0.8236870788291375,0.8476723802097997,0.7521089709307527,0.7334143344601715,0.7073432740413484,0.7054761525104594,0.6578188493205616,0.7128211650210742,0.5781706093874397,0.7101276692423011,0.7394655090141585,0.7416584699359929,0.8133795251862743,0.7144938909120493,0.5344485872920046,0.607761170561837,0.805141361622973,0.5657685795617232,0.6476225836009715,0.6502850727176464,0.7074687056154887,0.5606950331694444,0.5730052246072517,0.7338319227487092,0.6592129859907627,0.7591125014405442,0.7054216423894997,0.5508217116017409,0.5936128929934581,0.7883431275144355,0.8365519842128525
Card Promotions,-PRON- card promotion,0.1505742908581682,0.03327603456680439,0.7245884297253238,0.7709488018227839,0.7887554282076735,0.7781915744873622,0.7031101599851383,0.5531977868575213,0.5158879792898398,0.5956097594494212,0.8445944286363223,0.6357313484214924,0.8350229752380653,0.8236870788291375,0.8476723802097997,0.7521089709307527,0.7334143344601715,0.7073432740413484,0.7054761525104594,0.6578188493205616,0.7128211650210742,0.5781706093874397,0.7101276692423011,0.7394655090141585,0.7416584699359929,0.8133795251862743,0.7144938909120493,0.5344485872920046,0.607761170561837,0.805141361622973,0.5657685795617232,0.6476225836009715,0.6502850727176464,0.7074687056154887,0.5606950331694444,0.5730052246072517,0.7338319227487092,0.6592129859907627,0.7591125014405442,0.7054216423894997,0.5508217116017409,0.5936128929934581,0.7883431275144355,0.8365519842128525
Card Promotions,let -PRON- -PRON- card promotion,0.2716888245151631,0.24651440267990543,0.5862612004635075,0.6209790694023092,0.6835622290138054,0.6819821509560406,0.5390707460750469,0.5226495045718749,0.4125261894724832,0.5788580463501376,0.632037882932176,0.6541415289884116,0.7478765471234043,0.7212711551017768,0.7223699609966749,0.6698235235793321,0.5907134690746012,0.5850096064400547,0.6268995888523123,0.6032068521927116,0.6243889338355026,0.5637713430485143,0.6223422017356801,0.5522749580729904,0.5666004011174482,0.7307488765544019,0.6335695250117497,0.4652554035672578,0.5368022597720923,0.6350289722031293,0.5412465903387362,0.5283362703115786,0.5584567521933091,0.6538975014329146,0.5305042535910018,0.5921166307030722,0.6880494900889373,0.6585920807028633,0.6682153874550908,0.5818244880631294,0.5162468124928872,0.5860817175784538,0.7454506908109356,0.7336553170918271
Card Promotions,card promotion,0.1505742908581682,0.03327603456680417,0.7245884297253238,0.7709488018227839,0.7887554282076735,0.7781915744873622,0.7031101599851383,0.5531977868575213,0.5158879792898398,0.5956097594494212,0.8445944286363223,0.6357313484214924,0.8350229752380653,0.8236870788291375,0.8476723802097997,0.7521089709307527,0.7334143344601715,0.7073432740413484,0.7054761525104594,0.6578188493205616,0.7128211650210742,0.5781706093874397,0.7101276692423011,0.7394655090141585,0.7416584699359929,0.8133795251862743,0.7144938909120493,0.5344485872920046,0.607761170561837,0.805141361622973,0.5657685795617232,0.6476225836009715,0.6502850727176464,0.7074687056154887,0.5606950331694444,0.5730052246072517,0.7338319227487092,0.6592129859907627,0.7591125014405442,0.7054216423894997,0.5508217116017409,0.5936128929934581,0.7883431275144355,0.8365519842128525
Open Account,want open account,0.7008305327162792,0.6765986097568336,0.35246450477858426,0.3833354761655733,0.2847055365512454,0.3408912228646429,0.18719027196929205,0.7146267645946511,0.5507582464578438,0.7278452452793388,0.5957372324473269,0.7401670137974473,0.7357159718434017,0.7105113653188734,0.6732029396912604,0.5751774466714368,0.6655028029246424,0.7115355815189004,0.7487887099088619,0.7522519283831568,0.6344980127977058,0.6206712373009824,0.4511871949306002,0.38586477370673133,0.5319211584576186,0.7246127218736347,0.6465350984227372,0.5433988256734106,0.662019664810246,0.3703981027858525,0.6217505347992544,0.6001775552586289,0.5916121263327797,0.6915223117435931,0.6179171933968692,0.698148282324923,0.7971722512119424,0.5599632968462754,0.5837845089117866,0.5073550902447161,0.5962120330485128,0.6067373455010059,0.5847753238026521,0.6142393258657468
Open Account,sign account ?,0.7827923258874652,0.6854569059984651,0.2802929724942054,0.457962835619125,0.5972957427277991,0.6014009044757047,0.20645992958379222,0.6891599034739804,0.5798481340739055,0.7139460960089538,0.7214321184775496,0.7651911337527089,0.7783947517048957,0.74271004187321,0.7382566652971041,0.6240067006095553,0.6882760333923135,0.6497949052187554,0.7286612496541547,0.642749447240632,0.638097751264165,0.5832271269205677,0.4546792183484991,0.5162998628574083,0.6098238615498064,0.7131554200644298,0.6465145920879816,0.5604855971488882,0.6135789987429241,0.5449477533429801,0.618320466524959,0.6141306392524923,0.6524553253164909,0.6812394010395191,0.6416632755627092,0.6810128716012931,0.790020835206752,0.6182978413501202,0.5908843724947173,0.5390222628957003,0.5204085149168794,0.5940277371313524,0.5978823323077389,0.6251820120456786
Open Account,help -PRON- set bank account,0.8137309561537691,0.7678948255447761,0.3016654579029432,0.38007021172497146,0.5226807275004504,0.5783424339372134,0.2619613966435268,0.81006186574985,0.6260328925955055,0.7733831828459804,0.6148578222857479,0.74523548715898,0.7137741534759408,0.6341489232397775,0.6251705202735924,0.5962492511873797,0.6783745700811127,0.68953396967945,0.701307028549867,0.7048442717711034,0.6517217731051401,0.6313076598927695,0.44619647611906665,0.36580977344263566,0.42962266037330143,0.5683052982074461,0.508884504450326,0.5606052189469282,0.6048090992494466,0.3586313310468743,0.571048040126414,0.5911123592412353,0.5544995945020309,0.6783060033542422,0.6216193545649102,0.7051994319634068,0.714745678493272,0.5467860728239842,0.6488093634530027,0.5128527685633835,0.5546590565724362,0.6552314107671654,0.5460238208264216,0.6159398406934442
Open Account,open bank account ?,0.8352279099438888,0.7602210200865002,0.20735068438480098,0.2877576528224606,0.3231127020025273,0.2909354621830924,0.22685618907670546,0.7890491468801755,0.6132151748458146,0.7184931548019531,0.6572810415104444,0.8131890519571575,0.6667003488460242,0.6169854895879548,0.6010114533857197,0.6139540281880778,0.8027902208931439,0.7915460669187895,0.804075181190418,0.8035128657973307,0.6799386877118901,0.6431586430709434,0.44267490434808443,0.46232177711139166,0.538386968433832,0.6285774659582468,0.6062667293710033,0.6207886244605565,0.6612048028187806,0.2183085970596994,0.5782235871659606,0.653270461902373,0.6238510493794893,0.6988243737631009,0.6262609701662643,0.7289806613058325,0.7844214195136556,0.5319850677522086,0.668838757224671,0.549760924094722,0.5858339407140951,0.598109623835959,0.5368195780807191,0.6750903049956472
Open Account,want sign bank account,0.7666250218925638,0.6655206829313969,0.10928360410584614,0.30190282150618164,0.5185561975684472,0.490729773682129,0.15247113055888362,0.6629277206637132,0.4857942621038278,0.6636494280501476,0.5471964834380469,0.7363853737832412,0.6425987762417738,0.5863421236705256,0.5808784807707401,0.5520125370102713,0.6246824373397167,0.6415925399051289,0.7002555016738883,0.6472335755047189,0.5855850729390535,0.5135678757229556,0.3658538613733697,0.428988091255742,0.415051518323895,0.5405170762607763,0.5000574329470637,0.47589694709780406,0.5332535459809988,0.32799203715239766,0.4901070211315517,0.5215428338149288,0.5214735967344155,0.6217577250764269,0.5435203777311499,0.6330213647452463,0.7355088974406282,0.5100553423506633,0.5207440399848224,0.4290857904916787,0.4277730220385194,0.5038670888084122,0.4839436870246723,0.5993802318322297
Open Account,bank account registration,0.8041657890392793,0.6869843561839125,0.38643004902557576,0.3767969812001464,0.5889852732028791,0.541334156009162,0.276003440676613,0.7166450444556864,0.6042779821487607,0.6808288612183726,0.7394506320536884,0.7180306654871871,0.7560284183986852,0.6960483774168307,0.7145692996954098,0.5356741540518053,0.814895323374083,0.7975082201304334,0.7743587240132379,0.7569069278455722,0.5662550745861097,0.5713883088772772,0.4118187563153064,0.5326870746660367,0.5873724434233372,0.6501964055609292,0.6395948384431427,0.5568252352240283,0.6380751559079553,0.48005102042868164,0.4658268347394131,0.6451086822719957,0.6580686647449948,0.6957476996098136,0.5466055139637978,0.6378064723128288,0.7760147106216531,0.6126871553611456,0.6126502648128624,0.5827745090132392,0.5429333316994928,0.563247803422398,0.5886601490883605,0.6376057459591694
Open Account,step sign bank account .,0.7824908466178753,0.7107957701904781,0.19668122225381457,0.38282965133261415,0.5322985468496706,0.5920644799612542,0.23770381389021766,0.7452888519693374,0.6115173487130232,0.71178066028708,0.641082291347093,0.7481652924091884,0.6756050648155157,0.6309933378008842,0.6246781461786719,0.6150369036301045,0.6634289010667426,0.6721666806708055,0.7236078155547703,0.6049028161437064,0.6482378185458045,0.6064889981808472,0.46187845817804374,0.48401183172719453,0.512021795614463,0.6135752478160852,0.5904490619886046,0.5509281872353669,0.6146160481587395,0.41254109548041973,0.5444670611325919,0.5724185480662699,0.6225403085945244,0.6877408932908486,0.6047187544230863,0.697317418494438,0.7418970313479293,0.5575669610769454,0.5954762656747692,0.5220757339508177,0.5066131996899548,0.5989496098387659,0.5305604455023041,0.608756102355793
OCBC Singapore Account,open OCBC account singapore,0.8531732977540285,0.8105985872869799,0.5967115450600109,0.20337622192033233,0.5543720405081456,0.21070938937995665,0.5479625409218061,0.8847018780759985,0.7466163453566161,0.6207958650274868,0.766112236075091,0.944516545426402,0.8803990727087396,0.8319465949140568,0.8298914200464109,0.7710142320376928,0.8091800590974668,0.7998179069340883,0.7213868160851467,0.7931033289091892,0.8763449948545116,0.8620566222497124,0.7266692012162185,0.6443857920413184,0.7815657252862567,0.8563809331557293,0.8037503198614084,0.7123008808274267,0.8549226866941926,0.5640368942302476,0.8257538756693554,0.7721886886008582,0.7937241688137405,0.8100376767072803,0.7976136276609231,0.7795956701463201,0.8956537933665508,0.7687549437546326,0.8016301677494331,0.6762381861142802,0.8312441428584654,0.7457595868681252,0.8006733281975196,0.7362664685343911
OCBC Singapore Account,open Singapore OCBC account,0.7761882274038314,0.7381873565800111,0.309517439310919,0.46387945233834915,0.2667333502382182,0.30500514363492903,0.22463528298731628,0.7862796191855754,0.652564234096652,0.7585635435687014,0.7437028046578661,0.8002948236807743,0.7848898617094596,0.7623815567529955,0.7306147144176243,0.636004629783055,0.8000213203585624,0.7809400910339652,0.8086773985749889,0.8046518615520879,0.6975994325907008,0.6933987787818895,0.5006117521309452,0.45694929510756765,0.6694016987934404,0.8017878091976957,0.733764286655711,0.6504113389321008,0.7323729900435888,0.3812868386816194,0.6902958403262192,0.7002061880608959,0.6977570342410335,0.7398119760147566,0.6890202429336909,0.755135815985244,0.83024435769587,0.602250483641964,0.6878000040352298,0.6065126485193731,0.6755144757988347,0.668173317685606,0.6313524929661462,0.6616558001131565
OCBC Singapore Account,help -PRON- set bank account singapore,0.8371095076178421,0.7853448493356918,0.3824459090000982,0.16934569813606193,0.5892002784375099,0.34203155873525093,0.41437808050895086,0.8555696712735243,0.6664840735194548,0.6311155735673043,0.6388345747703906,0.8512933311442882,0.7840173404757831,0.6975277988166475,0.7017361577817438,0.6709394748691369,0.6965431728873288,0.7044417848794191,0.6400473241317306,0.7009093096288508,0.7701794280430996,0.7459227773131558,0.5809622667551351,0.4752917403264899,0.5475740929696125,0.6547271055706092,0.5968779004066843,0.5934726535262574,0.7063558779670144,0.4357011976219386,0.6753901082666471,0.6434682573099793,0.6353491633138988,0.7203722664778277,0.689670896981605,0.7095454975647296,0.7793143108107572,0.6468746985284854,0.7127157641925106,0.5477700268851278,0.6737427971326194,0.6806183123376892,0.6603920624767028,0.6475863962209849
OCBC Singapore Account,open bank account singapore ?,0.866112005442441,0.7991678415591614,0.4251733586816896,0.10209945854448232,0.508841810780085,0.17074572501122143,0.46247257050739177,0.8613289786220235,0.6898370725496463,0.598145235263079,0.6948835009063571,0.9226447609856682,0.7834762407930692,0.7201734788409748,0.7222062219733016,0.7188174744468322,0.7974510101488675,0.7905211492882447,0.7173598800560017,0.781779473221525,0.8253282578327389,0.7921196270762925,0.6332233726872449,0.5915593849809837,0.6676918429064393,0.7318708549919857,0.7010873612593119,0.6652154304098804,0.78019111332752,0.40438142133461596,0.7219082439450476,0.7163822172105427,0.7184065456740457,0.7605118115252041,0.7270331728193818,0.7456011736496795,0.8493268290388901,0.6812465968084389,0.7570693910859935,0.6089465478877023,0.7377011079393831,0.6731891186587564,0.6998062819214885,0.7146105600584365
OCBC Singapore Account,want sign bank account singapore,0.807738215445192,0.7183243019907863,0.3035171511853948,0.09917145875043154,0.5949000516212549,0.28591771075814365,0.3521242483471271,0.7570648026337568,0.5757651761732656,0.5573371797880846,0.5985020885072749,0.8504110420815925,0.7400586603917585,0.6710376360521899,0.6779625435685084,0.6476653381512137,0.6647944595987557,0.6764667111159888,0.6436705208802506,0.6657868153478339,0.7312166367385511,0.6714529698756682,0.5357079598708313,0.530713538279755,0.5480697447002607,0.6434445213928561,0.5997529590050138,0.5422972732441529,0.6642453563269282,0.4258244784504426,0.6273538528986109,0.6024824506465012,0.6206064579238536,0.6868761919433963,0.6424140328187178,0.6643895589259932,0.7990811748417654,0.6298770125531462,0.6302955819747965,0.4980593928519128,0.5942405045788681,0.5815480584514231,0.6259562874322153,0.6427708648397498
OCBC Singapore Account,singapoeran bank account registration,0.8041657890392793,0.6869843561839125,0.2619271656782578,0.4924974464184041,0.5889852732028791,0.541334156009162,0.276003440676613,0.7166450444556864,0.6042779821487607,0.6808288612183726,0.7394506320536884,0.7180306654871871,0.7560284183986852,0.6960483774168307,0.7145692996954098,0.5356741540518053,0.814895323374083,0.7975082201304334,0.7743587240132379,0.7569069278455722,0.5662550745861097,0.5713883088772772,0.4118187563153064,0.5326870746660367,0.5873724434233372,0.6501964055609292,0.6395948384431427,0.5568252352240283,0.6380751559079553,0.48005102042868164,0.4658268347394131,0.6451086822719957,0.6580686647449948,0.6957476996098136,0.5466055139637978,0.6378064723128288,0.7760147106216531,0.6126871553611456,0.6126502648128624,0.5827745090132392,0.5429333316994928,0.563247803422398,0.5886601490883605,0.6376057459591694
OCBC Singapore Account,step sign singaporean bank account .,0.7835139182684394,0.7040653786813126,0.25537370215205146,0.3573584429420008,0.6186884216733588,0.44011552659011843,0.3391751331329591,0.7409486411952559,0.5866608876926379,0.6082488382609226,0.5861406844724635,0.8071589083807365,0.6991310824425416,0.6478160753432233,0.6423923504791427,0.6538127569446446,0.6302597318877152,0.6639189350031522,0.7045620399197472,0.6292811332859412,0.7089661653801382,0.6317729788523911,0.5245860731891725,0.5458373198273163,0.5065947720340607,0.6286740515103107,0.6115571564986995,0.5194232742937372,0.6348358657348111,0.4387309662958979,0.5704361160987841,0.5950707957413417,0.6326523192659848,0.6993132552005064,0.6287018872727625,0.6884837494260148,0.7346303919675083,0.5839923726808864,0.641435576438389,0.5089664327399339,0.5751430882367212,0.6090004994306484,0.5975751587024911,0.675185665040452
